n(G)	e(G)	a(G)	max(e)	min(a)	max(a)
10	19	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	20	4	24	3	10
10	21	4	24	3	10
10	21	4	24	3	10
10	21	4	24	3	10
10	21	4	24	3	10
10	11	5	24	3	10
10	12	5	24	3	10
10	12	5	24	3	10
10	14	5	24	3	10
10	15	5	24	3	10
10	15	5	24	3	10
10	15	5	24	3	10
10	16	5	24	3	10
10	17	5	24	3	10
10	17	5	24	3	10
10	17	5	24	3	10
10	17	5	24	3	10
10	17	5	24	3	10
10	17	5	24	3	10
10	18	5	24	3	10
10	18	5	24	3	10
10	18	5	24	3	10
10	18	5	24	3	10
10	18	5	24	3	10
10	19	5	24	3	10
10	19	5	24	3	10
10	19	5	24	3	10
10	19	5	24	3	10
10	19	5	24	3	10
10	19	5	24	3	10
10	19	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	20	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	21	5	24	3	10
10	4	6	24	3	10
10	7	6	24	3	10
10	8	6	24	3	10
10	9	6	24	3	10
10	9	6	24	3	10
10	9	6	24	3	10
10	14	6	24	3	10
10	16	6	24	3	10
10	17	6	24	3	10
10	19	6	24	3	10
10	19	6	24	3	10
10	19	6	24	3	10
10	19	6	24	3	10
10	4	7	24	3	10
10	4	7	24	3	10
10	4	7	24	3	10
10	5	7	24	3	10
10	8	7	24	3	10
10	9	7	24	3	10
10	0	10	24	3	10
10	0	10	24	3	10
10	0	10	24	3	10
11	21	4	27	4	11
11	24	4	27	4	11
11	16	5	27	4	11
11	17	5	27	4	11
11	17	5	27	4	11
11	18	5	27	4	11
11	18	5	27	4	11
11	18	5	27	4	11
11	18	5	27	4	11
11	18	5	27	4	11
11	18	5	27	4	11
11	19	5	27	4	11
11	19	5	27	4	11
11	19	5	27	4	11
11	19	5	27	4	11
11	19	5	27	4	11
11	19	5	27	4	11
11	19	5	27	4	11
11	20	5	27	4	11
11	20	5	27	4	11
11	20	5	27	4	11
11	20	5	27	4	11
11	20	5	27	4	11
11	20	5	27	4	11
11	20	5	27	4	11
11	20	5	27	4	11
11	21	5	27	4	11
11	21	5	27	4	11
11	21	5	27	4	11
11	21	5	27	4	11
11	22	5	27	4	11
11	22	5	27	4	11
11	22	5	27	4	11
11	22	5	27	4	11
11	22	5	27	4	11
11	23	5	27	4	11
11	23	5	27	4	11
11	23	5	27	4	11
11	23	5	27	4	11
11	24	5	27	4	11
11	25	5	27	4	11
11	26	5	27	4	11
11	9	6	27	4	11
11	11	6	27	4	11
11	12	6	27	4	11
11	12	6	27	4	11
11	14	6	27	4	11
11	15	6	27	4	11
11	15	6	27	4	11
11	16	6	27	4	11
11	16	6	27	4	11
11	17	6	27	4	11
11	17	6	27	4	11
11	19	6	27	4	11
11	19	6	27	4	11
11	20	6	27	4	11
11	20	6	27	4	11
11	21	6	27	4	11
11	21	6	27	4	11
11	21	6	27	4	11
11	21	6	27	4	11
11	21	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	22	6	27	4	11
11	23	6	27	4	11
11	23	6	27	4	11
11	23	6	27	4	11
11	23	6	27	4	11
11	24	6	27	4	11
11	25	6	27	4	11
11	5	7	27	4	11
11	7	7	27	4	11
11	7	7	27	4	11
11	8	7	27	4	11
11	8	7	27	4	11
11	11	7	27	4	11
11	11	7	27	4	11
11	14	7	27	4	11
11	16	7	27	4	11
11	18	7	27	4	11
11	21	7	27	4	11
11	21	7	27	4	11
11	21	7	27	4	11
11	21	7	27	4	11
11	22	7	27	4	11
11	5	8	27	4	11
11	7	8	27	4	11
11	9	8	27	4	11
11	3	9	27	4	11
11	0	11	27	4	11
11	0	11	27	4	11
12	25	4	30	4	10
12	18	5	30	4	10
12	19	5	30	4	10
12	19	5	30	4	10
12	21	5	30	4	10
12	21	5	30	4	10
12	21	5	30	4	10
12	21	5	30	4	10
12	22	5	30	4	10
12	22	5	30	4	10
12	22	5	30	4	10
12	22	5	30	4	10
12	22	5	30	4	10
12	23	5	30	4	10
12	23	5	30	4	10
12	23	5	30	4	10
12	23	5	30	4	10
12	23	5	30	4	10
12	24	5	30	4	10
12	25	5	30	4	10
12	25	5	30	4	10
12	25	5	30	4	10
12	25	5	30	4	10
12	27	5	30	4	10
12	10	6	30	4	10
12	13	6	30	4	10
12	15	6	30	4	10
12	17	6	30	4	10
12	18	6	30	4	10
12	19	6	30	4	10
12	19	6	30	4	10
12	20	6	30	4	10
12	20	6	30	4	10
12	20	6	30	4	10
12	21	6	30	4	10
12	21	6	30	4	10
12	21	6	30	4	10
12	21	6	30	4	10
12	22	6	30	4	10
12	22	6	30	4	10
12	22	6	30	4	10
12	22	6	30	4	10
12	22	6	30	4	10
12	22	6	30	4	10
12	23	6	30	4	10
12	23	6	30	4	10
12	23	6	30	4	10
12	23	6	30	4	10
12	24	6	30	4	10
12	25	6	30	4	10
12	8	7	30	4	10
12	9	7	30	4	10
12	11	7	30	4	10
12	13	7	30	4	10
12	16	7	30	4	10
12	18	7	30	4	10
12	18	7	30	4	10
12	20	7	30	4	10
12	22	7	30	4	10
12	23	7	30	4	10
12	23	7	30	4	10
12	23	7	30	4	10
12	23	7	30	4	10
12	23	7	30	4	10
12	24	7	30	4	10
12	24	7	30	4	10
12	24	7	30	4	10
12	24	7	30	4	10
12	24	7	30	4	10
12	24	7	30	4	10
12	24	7	30	4	10
12	25	7	30	4	10
12	25	7	30	4	10
12	25	7	30	4	10
12	26	7	30	4	10
12	26	7	30	4	10
12	26	7	30	4	10
12	5	8	30	4	10
12	7	8	30	4	10
12	10	8	30	4	10
12	10	8	30	4	10
12	11	8	30	4	10
12	19	8	30	4	10
12	20	8	30	4	10
12	22	8	30	4	10
12	22	8	30	4	10
12	23	8	30	4	10
12	23	8	30	4	10
12	23	8	30	4	10
12	23	8	30	4	10
12	23	8	30	4	10
12	23	8	30	4	10
12	23	8	30	4	10
12	24	8	30	4	10
12	24	8	30	4	10
12	4	9	30	4	10
12	5	9	30	4	10
12	6	9	30	4	10
12	8	9	30	4	10
12	3	10	30	4	10
13	23	5	33	5	13
13	26	5	33	5	13
13	18	6	33	5	13
13	20	6	33	5	13
13	20	6	33	5	13
13	20	6	33	5	13
13	20	6	33	5	13
13	21	6	33	5	13
13	21	6	33	5	13
13	21	6	33	5	13
13	21	6	33	5	13
13	21	6	33	5	13
13	22	6	33	5	13
13	22	6	33	5	13
13	22	6	33	5	13
13	22	6	33	5	13
13	22	6	33	5	13
13	23	6	33	5	13
13	23	6	33	5	13
13	24	6	33	5	13
13	24	6	33	5	13
13	24	6	33	5	13
13	26	6	33	5	13
13	16	7	33	5	13
13	16	7	33	5	13
13	17	7	33	5	13
13	18	7	33	5	13
13	18	7	33	5	13
13	19	7	33	5	13
13	20	7	33	5	13
13	21	7	33	5	13
13	21	7	33	5	13
13	21	7	33	5	13
13	22	7	33	5	13
13	22	7	33	5	13
13	22	7	33	5	13
13	22	7	33	5	13
13	22	7	33	5	13
13	22	7	33	5	13
13	22	7	33	5	13
13	22	7	33	5	13
13	23	7	33	5	13
13	23	7	33	5	13
13	23	7	33	5	13
13	23	7	33	5	13
13	23	7	33	5	13
13	24	7	33	5	13
13	25	7	33	5	13
13	25	7	33	5	13
13	25	7	33	5	13
13	25	7	33	5	13
13	26	7	33	5	13
13	26	7	33	5	13
13	26	7	33	5	13
13	27	7	33	5	13
13	27	7	33	5	13
13	27	7	33	5	13
13	28	7	33	5	13
13	12	8	33	5	13
13	12	8	33	5	13
13	23	8	33	5	13
13	24	8	33	5	13
13	24	8	33	5	13
13	25	8	33	5	13
13	25	8	33	5	13
13	25	8	33	5	13
13	25	8	33	5	13
13	25	8	33	5	13
13	26	8	33	5	13
13	26	8	33	5	13
13	26	8	33	5	13
13	27	8	33	5	13
13	27	8	33	5	13
13	27	8	33	5	13
13	27	8	33	5	13
13	28	8	33	5	13
13	28	8	33	5	13
13	6	9	33	5	13
13	24	9	33	5	13
13	24	9	33	5	13
13	25	9	33	5	13
13	25	9	33	5	13
13	25	9	33	5	13
13	25	9	33	5	13
13	25	9	33	5	13
13	25	9	33	5	13
13	26	9	33	5	13
13	26	9	33	5	13
13	26	9	33	5	13
13	26	9	33	5	13
13	26	9	33	5	13
13	27	9	33	5	13
13	27	9	33	5	13
13	27	9	33	5	13
13	3	10	33	5	13
13	6	10	33	5	13
13	2	11	33	5	13
13	2	12	33	5	13
13	0	13	33	5	13
13	0	13	33	5	13
14	24	6	36	6	12
14	24	6	36	6	12
14	27	6	36	6	12
14	18	7	36	6	12
14	18	7	36	6	12
14	19	7	36	6	12
14	19	7	36	6	12
14	20	7	36	6	12
14	21	7	36	6	12
14	22	7	36	6	12
14	22	7	36	6	12
14	22	7	36	6	12
14	22	7	36	6	12
14	23	7	36	6	12
14	23	7	36	6	12
14	23	7	36	6	12
14	23	7	36	6	12
14	23	7	36	6	12
14	24	7	36	6	12
14	24	7	36	6	12
14	24	7	36	6	12
14	24	7	36	6	12
14	26	7	36	6	12
14	26	7	36	6	12
14	27	7	36	6	12
14	27	7	36	6	12
14	27	7	36	6	12
14	28	7	36	6	12
14	10	8	36	6	12
14	12	8	36	6	12
14	13	8	36	6	12
14	17	8	36	6	12
14	20	8	36	6	12
14	21	8	36	6	12
14	21	8	36	6	12
14	21	8	36	6	12
14	22	8	36	6	12
14	22	8	36	6	12
14	22	8	36	6	12
14	23	8	36	6	12
14	23	8	36	6	12
14	23	8	36	6	12
14	25	8	36	6	12
14	25	8	36	6	12
14	26	8	36	6	12
14	26	8	36	6	12
14	26	8	36	6	12
14	26	8	36	6	12
14	26	8	36	6	12
14	27	8	36	6	12
14	28	8	36	6	12
14	28	8	36	6	12
14	8	9	36	6	12
14	13	9	36	6	12
14	19	9	36	6	12
14	21	9	36	6	12
14	21	9	36	6	12
14	23	9	36	6	12
14	23	9	36	6	12
14	24	9	36	6	12
14	25	9	36	6	12
14	25	9	36	6	12
14	25	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	27	9	36	6	12
14	28	9	36	6	12
14	28	9	36	6	12
14	28	9	36	6	12
14	28	9	36	6	12
14	28	9	36	6	12
14	28	9	36	6	12
14	30	9	36	6	12
14	7	10	36	6	12
14	26	10	36	6	12
14	26	10	36	6	12
14	26	10	36	6	12
14	26	10	36	6	12
14	27	10	36	6	12
14	27	10	36	6	12
14	27	10	36	6	12
14	27	10	36	6	12
14	28	10	36	6	12
14	28	10	36	6	12
14	28	10	36	6	12
14	29	10	36	6	12
14	29	10	36	6	12
14	29	10	36	6	12
14	4	11	36	6	12
14	4	11	36	6	12
14	3	12	36	6	12
14	3	12	36	6	12
14	3	12	36	6	12
15	25	6	39	6	14
15	27	6	39	6	14
15	21	7	39	6	14
15	21	7	39	6	14
15	22	7	39	6	14
15	24	7	39	6	14
15	24	7	39	6	14
15	24	7	39	6	14
15	24	7	39	6	14
15	25	7	39	6	14
15	26	7	39	6	14
15	27	7	39	6	14
15	27	7	39	6	14
15	27	7	39	6	14
15	28	7	39	6	14
15	17	8	39	6	14
15	17	8	39	6	14
15	18	8	39	6	14
15	21	8	39	6	14
15	21	8	39	6	14
15	22	8	39	6	14
15	22	8	39	6	14
15	22	8	39	6	14
15	23	8	39	6	14
15	23	8	39	6	14
15	23	8	39	6	14
15	23	8	39	6	14
15	23	8	39	6	14
15	24	8	39	6	14
15	24	8	39	6	14
15	24	8	39	6	14
15	26	8	39	6	14
15	26	8	39	6	14
15	29	8	39	6	14
15	30	8	39	6	14
15	30	8	39	6	14
15	31	8	39	6	14
15	33	8	39	6	14
15	10	9	39	6	14
15	25	9	39	6	14
15	26	9	39	6	14
15	26	9	39	6	14
15	27	9	39	6	14
15	27	9	39	6	14
15	28	9	39	6	14
15	28	9	39	6	14
15	28	9	39	6	14
15	28	9	39	6	14
15	29	9	39	6	14
15	29	9	39	6	14
15	29	9	39	6	14
15	29	9	39	6	14
15	30	9	39	6	14
15	31	9	39	6	14
15	31	9	39	6	14
15	31	9	39	6	14
15	32	9	39	6	14
15	14	10	39	6	14
15	24	10	39	6	14
15	24	10	39	6	14
15	27	10	39	6	14
15	27	10	39	6	14
15	28	10	39	6	14
15	28	10	39	6	14
15	28	10	39	6	14
15	29	10	39	6	14
15	29	10	39	6	14
15	29	10	39	6	14
15	29	10	39	6	14
15	29	10	39	6	14
15	29	10	39	6	14
15	29	10	39	6	14
15	29	10	39	6	14
15	30	10	39	6	14
15	30	10	39	6	14
15	30	10	39	6	14
15	30	10	39	6	14
15	30	10	39	6	14
15	30	10	39	6	14
15	30	10	39	6	14
15	32	10	39	6	14
15	28	11	39	6	14
15	29	11	39	6	14
15	29	11	39	6	14
15	29	11	39	6	14
15	29	11	39	6	14
15	29	11	39	6	14
15	29	11	39	6	14
15	30	11	39	6	14
15	30	11	39	6	14
15	31	11	39	6	14
15	31	11	39	6	14
15	31	11	39	6	14
15	31	11	39	6	14
15	31	11	39	6	14
15	31	11	39	6	14
15	31	11	39	6	14
15	4	12	39	6	14
15	1	14	39	6	14
15	1	14	39	6	14
16	31	6	42	6	16
16	25	7	42	6	16
16	26	7	42	6	16
16	28	7	42	6	16
16	30	7	42	6	16
16	32	7	42	6	16
16	18	8	42	6	16
16	22	8	42	6	16
16	23	8	42	6	16
16	24	8	42	6	16
16	24	8	42	6	16
16	25	8	42	6	16
16	26	8	42	6	16
16	26	8	42	6	16
16	26	8	42	6	16
16	26	8	42	6	16
16	27	8	42	6	16
16	27	8	42	6	16
16	30	8	42	6	16
16	33	8	42	6	16
16	13	9	42	6	16
16	16	9	42	6	16
16	20	9	42	6	16
16	22	9	42	6	16
16	23	9	42	6	16
16	24	9	42	6	16
16	25	9	42	6	16
16	25	9	42	6	16
16	25	9	42	6	16
16	26	9	42	6	16
16	30	9	42	6	16
16	30	9	42	6	16
16	30	9	42	6	16
16	31	9	42	6	16
16	32	9	42	6	16
16	10	10	42	6	16
16	12	10	42	6	16
16	15	10	42	6	16
16	26	10	42	6	16
16	26	10	42	6	16
16	28	10	42	6	16
16	28	10	42	6	16
16	28	10	42	6	16
16	29	10	42	6	16
16	29	10	42	6	16
16	29	10	42	6	16
16	29	10	42	6	16
16	29	10	42	6	16
16	29	10	42	6	16
16	29	10	42	6	16
16	29	10	42	6	16
16	31	10	42	6	16
16	31	10	42	6	16
16	31	10	42	6	16
16	32	10	42	6	16
16	32	10	42	6	16
16	34	10	42	6	16
16	7	11	42	6	16
16	8	11	42	6	16
16	11	11	42	6	16
16	24	11	42	6	16
16	25	11	42	6	16
16	28	11	42	6	16
16	28	11	42	6	16
16	29	11	42	6	16
16	30	11	42	6	16
16	30	11	42	6	16
16	30	11	42	6	16
16	31	11	42	6	16
16	31	11	42	6	16
16	31	11	42	6	16
16	32	11	42	6	16
16	32	11	42	6	16
16	32	11	42	6	16
16	32	11	42	6	16
16	33	11	42	6	16
16	33	11	42	6	16
16	34	11	42	6	16
16	35	11	42	6	16
16	7	12	42	6	16
16	28	12	42	6	16
16	29	12	42	6	16
16	30	12	42	6	16
16	30	12	42	6	16
16	30	12	42	6	16
16	31	12	42	6	16
16	32	12	42	6	16
16	32	12	42	6	16
16	32	12	42	6	16
16	33	12	42	6	16
16	33	12	42	6	16
16	33	12	42	6	16
16	33	12	42	6	16
16	33	12	42	6	16
16	33	12	42	6	16
16	33	12	42	6	16
16	4	13	42	6	16
16	4	14	42	6	16
16	1	15	42	6	16
16	0	16	42	6	16
17	27	7	45	7	15
17	18	8	45	7	15
17	26	8	45	7	15
17	27	8	45	7	15
17	28	8	45	7	15
17	28	8	45	7	15
17	28	8	45	7	15
17	29	8	45	7	15
17	29	8	45	7	15
17	35	8	45	7	15
17	17	9	45	7	15
17	20	9	45	7	15
17	22	9	45	7	15
17	24	9	45	7	15
17	24	9	45	7	15
17	24	9	45	7	15
17	25	9	45	7	15
17	26	9	45	7	15
17	26	9	45	7	15
17	28	9	45	7	15
17	21	10	45	7	15
17	25	10	45	7	15
17	25	10	45	7	15
17	26	10	45	7	15
17	26	10	45	7	15
17	28	10	45	7	15
17	30	10	45	7	15
17	30	10	45	7	15
17	31	10	45	7	15
17	31	10	45	7	15
17	32	10	45	7	15
17	32	10	45	7	15
17	34	10	45	7	15
17	34	10	45	7	15
17	34	10	45	7	15
17	12	11	45	7	15
17	12	11	45	7	15
17	14	11	45	7	15
17	26	11	45	7	15
17	27	11	45	7	15
17	27	11	45	7	15
17	27	11	45	7	15
17	28	11	45	7	15
17	28	11	45	7	15
17	29	11	45	7	15
17	30	11	45	7	15
17	30	11	45	7	15
17	31	11	45	7	15
17	31	11	45	7	15
17	32	11	45	7	15
17	32	11	45	7	15
17	32	11	45	7	15
17	33	11	45	7	15
17	33	11	45	7	15
17	33	11	45	7	15
17	34	11	45	7	15
17	34	11	45	7	15
17	34	11	45	7	15
17	14	12	45	7	15
17	31	12	45	7	15
17	32	12	45	7	15
17	32	12	45	7	15
17	32	12	45	7	15
17	32	12	45	7	15
17	33	12	45	7	15
17	33	12	45	7	15
17	33	12	45	7	15
17	34	12	45	7	15
17	34	12	45	7	15
17	34	12	45	7	15
17	34	12	45	7	15
17	35	12	45	7	15
17	35	12	45	7	15
17	35	12	45	7	15
17	35	12	45	7	15
17	36	12	45	7	15
17	37	12	45	7	15
17	37	12	45	7	15
17	5	13	45	7	15
17	7	13	45	7	15
17	7	13	45	7	15
17	8	13	45	7	15
17	8	13	45	7	15
17	30	13	45	7	15
17	32	13	45	7	15
17	32	13	45	7	15
17	33	13	45	7	15
17	33	13	45	7	15
17	33	13	45	7	15
17	34	13	45	7	15
17	34	13	45	7	15
17	34	13	45	7	15
17	34	13	45	7	15
17	34	13	45	7	15
17	35	13	45	7	15
17	35	13	45	7	15
17	35	13	45	7	15
17	35	13	45	7	15
17	35	13	45	7	15
17	3	15	45	7	15
18	27	8	48	8	17
18	27	8	48	8	17
18	36	8	48	8	17
18	22	9	48	8	17
18	23	9	48	8	17
18	24	9	48	8	17
18	27	9	48	8	17
18	27	9	48	8	17
18	27	9	48	8	17
18	28	9	48	8	17
18	30	9	48	8	17
18	30	9	48	8	17
18	31	9	48	8	17
18	32	9	48	8	17
18	34	9	48	8	17
18	23	10	48	8	17
18	24	10	48	8	17
18	25	10	48	8	17
18	30	10	48	8	17
18	30	10	48	8	17
18	32	10	48	8	17
18	32	10	48	8	17
18	32	10	48	8	17
18	34	10	48	8	17
18	15	11	48	8	17
18	25	11	48	8	17
18	25	11	48	8	17
18	28	11	48	8	17
18	28	11	48	8	17
18	29	11	48	8	17
18	30	11	48	8	17
18	30	11	48	8	17
18	31	11	48	8	17
18	31	11	48	8	17
18	10	12	48	8	17
18	17	12	48	8	17
18	18	12	48	8	17
18	28	12	48	8	17
18	29	12	48	8	17
18	30	12	48	8	17
18	30	12	48	8	17
18	31	12	48	8	17
18	31	12	48	8	17
18	31	12	48	8	17
18	31	12	48	8	17
18	32	12	48	8	17
18	33	12	48	8	17
18	33	12	48	8	17
18	33	12	48	8	17
18	34	12	48	8	17
18	34	12	48	8	17
18	35	12	48	8	17
18	36	12	48	8	17
18	37	12	48	8	17
18	38	12	48	8	17
18	8	13	48	8	17
18	12	13	48	8	17
18	29	13	48	8	17
18	29	13	48	8	17
18	33	13	48	8	17
18	33	13	48	8	17
18	34	13	48	8	17
18	34	13	48	8	17
18	34	13	48	8	17
18	34	13	48	8	17
18	35	13	48	8	17
18	35	13	48	8	17
18	35	13	48	8	17
18	35	13	48	8	17
18	35	13	48	8	17
18	35	13	48	8	17
18	35	13	48	8	17
18	36	13	48	8	17
18	36	13	48	8	17
18	36	13	48	8	17
18	36	13	48	8	17
18	37	13	48	8	17
18	38	13	48	8	17
18	32	14	48	8	17
18	34	14	48	8	17
18	35	14	48	8	17
18	35	14	48	8	17
18	35	14	48	8	17
18	35	14	48	8	17
18	36	14	48	8	17
18	36	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	37	14	48	8	17
18	4	15	48	8	17
18	6	15	48	8	17
18	2	16	48	8	17
18	3	16	48	8	17
18	1	17	48	8	17
19	28	9	51	9	18
19	32	9	51	9	18
19	33	9	51	9	18
19	36	9	51	9	18
19	27	10	51	9	18
19	28	10	51	9	18
19	28	10	51	9	18
19	29	10	51	9	18
19	29	10	51	9	18
19	29	10	51	9	18
19	30	10	51	9	18
19	31	10	51	9	18
19	31	10	51	9	18
19	39	10	51	9	18
19	18	11	51	9	18
19	24	11	51	9	18
19	28	11	51	9	18
19	28	11	51	9	18
19	28	11	51	9	18
19	29	11	51	9	18
19	31	11	51	9	18
19	31	11	51	9	18
19	36	11	51	9	18
19	10	12	51	9	18
19	13	12	51	9	18
19	15	12	51	9	18
19	17	12	51	9	18
19	23	12	51	9	18
19	25	12	51	9	18
19	26	12	51	9	18
19	28	12	51	9	18
19	30	12	51	9	18
19	31	12	51	9	18
19	33	12	51	9	18
19	34	12	51	9	18
19	34	12	51	9	18
19	39	12	51	9	18
19	8	13	51	9	18
19	14	13	51	9	18
19	30	13	51	9	18
19	31	13	51	9	18
19	32	13	51	9	18
19	33	13	51	9	18
19	33	13	51	9	18
19	34	13	51	9	18
19	36	13	51	9	18
19	36	13	51	9	18
19	37	13	51	9	18
19	37	13	51	9	18
19	38	13	51	9	18
19	38	13	51	9	18
19	13	14	51	9	18
19	27	14	51	9	18
19	29	14	51	9	18
19	29	14	51	9	18
19	29	14	51	9	18
19	34	14	51	9	18
19	34	14	51	9	18
19	35	14	51	9	18
19	35	14	51	9	18
19	35	14	51	9	18
19	35	14	51	9	18
19	35	14	51	9	18
19	36	14	51	9	18
19	36	14	51	9	18
19	36	14	51	9	18
19	36	14	51	9	18
19	36	14	51	9	18
19	36	14	51	9	18
19	37	14	51	9	18
19	37	14	51	9	18
19	37	14	51	9	18
19	37	14	51	9	18
19	37	14	51	9	18
19	37	14	51	9	18
19	38	14	51	9	18
19	38	14	51	9	18
19	38	14	51	9	18
19	38	14	51	9	18
19	39	14	51	9	18
19	5	15	51	9	18
19	6	15	51	9	18
19	36	15	51	9	18
19	37	15	51	9	18
19	37	15	51	9	18
19	37	15	51	9	18
19	38	15	51	9	18
19	38	15	51	9	18
19	38	15	51	9	18
19	38	15	51	9	18
19	39	15	51	9	18
19	39	15	51	9	18
19	39	15	51	9	18
19	39	15	51	9	18
19	39	15	51	9	18
19	39	15	51	9	18
19	39	15	51	9	18
19	39	15	51	9	18
19	4	17	51	9	18
19	3	18	51	9	18
20	26	10	54	10	19
20	27	10	54	10	19
20	27	10	54	10	19
20	28	10	54	10	19
20	29	10	54	10	19
20	30	10	54	10	19
20	31	10	54	10	19
20	31	10	54	10	19
20	35	10	54	10	19
20	22	11	54	10	19
20	27	11	54	10	19
20	27	11	54	10	19
20	28	11	54	10	19
20	31	11	54	10	19
20	31	11	54	10	19
20	32	11	54	10	19
20	36	11	54	10	19
20	21	12	54	10	19
20	27	12	54	10	19
20	27	12	54	10	19
20	28	12	54	10	19
20	31	12	54	10	19
20	33	12	54	10	19
20	34	12	54	10	19
20	38	12	54	10	19
20	11	13	54	10	19
20	12	13	54	10	19
20	15	13	54	10	19
20	29	13	54	10	19
20	31	13	54	10	19
20	33	13	54	10	19
20	34	13	54	10	19
20	35	13	54	10	19
20	36	13	54	10	19
20	39	13	54	10	19
20	16	14	54	10	19
20	31	14	54	10	19
20	32	14	54	10	19
20	36	14	54	10	19
20	36	14	54	10	19
20	36	14	54	10	19
20	36	14	54	10	19
20	37	14	54	10	19
20	37	14	54	10	19
20	38	14	54	10	19
20	38	14	54	10	19
20	39	14	54	10	19
20	40	14	54	10	19
20	41	14	54	10	19
20	32	15	54	10	19
20	33	15	54	10	19
20	35	15	54	10	19
20	36	15	54	10	19
20	37	15	54	10	19
20	37	15	54	10	19
20	37	15	54	10	19
20	37	15	54	10	19
20	38	15	54	10	19
20	38	15	54	10	19
20	38	15	54	10	19
20	38	15	54	10	19
20	39	15	54	10	19
20	39	15	54	10	19
20	39	15	54	10	19
20	39	15	54	10	19
20	39	15	54	10	19
20	40	15	54	10	19
20	40	15	54	10	19
20	40	15	54	10	19
20	40	15	54	10	19
20	40	15	54	10	19
20	41	15	54	10	19
20	41	15	54	10	19
20	6	16	54	10	19
20	6	16	54	10	19
20	6	16	54	10	19
20	6	16	54	10	19
20	10	16	54	10	19
20	36	16	54	10	19
20	36	16	54	10	19
20	38	16	54	10	19
20	38	16	54	10	19
20	39	16	54	10	19
20	39	16	54	10	19
20	40	16	54	10	19
20	40	16	54	10	19
20	40	16	54	10	19
20	40	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	41	16	54	10	19
20	1	19	54	10	19
21	31	10	57	10	20
21	31	10	57	10	20
21	34	10	57	10	20
21	24	11	57	10	20
21	29	11	57	10	20
21	30	11	57	10	20
21	30	11	57	10	20
21	30	11	57	10	20
21	34	11	57	10	20
21	37	11	57	10	20
21	20	12	57	10	20
21	22	12	57	10	20
21	22	12	57	10	20
21	24	12	57	10	20
21	27	12	57	10	20
21	27	12	57	10	20
21	29	12	57	10	20
21	32	12	57	10	20
21	33	12	57	10	20
21	37	12	57	10	20
21	21	13	57	10	20
21	24	13	57	10	20
21	30	13	57	10	20
21	33	13	57	10	20
21	35	13	57	10	20
21	36	13	57	10	20
21	37	13	57	10	20
21	37	13	57	10	20
21	38	13	57	10	20
21	16	14	57	10	20
21	34	14	57	10	20
21	34	14	57	10	20
21	35	14	57	10	20
21	35	14	57	10	20
21	35	14	57	10	20
21	37	14	57	10	20
21	37	14	57	10	20
21	38	14	57	10	20
21	38	14	57	10	20
21	40	14	57	10	20
21	35	15	57	10	20
21	36	15	57	10	20
21	36	15	57	10	20
21	36	15	57	10	20
21	37	15	57	10	20
21	37	15	57	10	20
21	37	15	57	10	20
21	38	15	57	10	20
21	38	15	57	10	20
21	39	15	57	10	20
21	39	15	57	10	20
21	40	15	57	10	20
21	40	15	57	10	20
21	40	15	57	10	20
21	40	15	57	10	20
21	44	15	57	10	20
21	36	16	57	10	20
21	36	16	57	10	20
21	37	16	57	10	20
21	38	16	57	10	20
21	38	16	57	10	20
21	39	16	57	10	20
21	39	16	57	10	20
21	40	16	57	10	20
21	40	16	57	10	20
21	41	16	57	10	20
21	41	16	57	10	20
21	41	16	57	10	20
21	41	16	57	10	20
21	41	16	57	10	20
21	41	16	57	10	20
21	41	16	57	10	20
21	42	16	57	10	20
21	42	16	57	10	20
21	42	16	57	10	20
21	42	16	57	10	20
21	43	16	57	10	20
21	43	16	57	10	20
21	43	16	57	10	20
21	44	16	57	10	20
21	44	16	57	10	20
21	44	16	57	10	20
